診所名稱,搜尋行政區,診所類別,營業狀態,地址,電話,資料更新時間
漢口育禾復健科診所 Healing Rehabilitation Clinic(骨科復健/神經復健/兒童早療)數位X光/超音波/德國Dornier震波/玻尿酸/PLT®凍晶療法/高濃度血小板血漿PRP/HA-PRP/增生療法/精準徒手,台中市北區,骨科,未知,漢口路四段367號1-2樓即將開始營業,04 2236 0382,2026-09-10 05:27
光仁骨外科診所,台中市北區,骨科,休息中/未營業,北屯路385號已打烊,04 2234 1479,2026-09-10 05:27
郭大添骨科診所（看診時間詳備註）,台中市北區,骨科,休息中/未營業,景賢路210號已打烊,04 2437 6288,2026-09-10 05:27
蕭永明骨科診所,台中市北區,骨科,休息中/未營業,中清路二段497號已打烊,04 2295 6575,2026-09-10 05:27
康明診所（痠痛復健，兒童早療）,台中市北區,骨科,休息中/未營業,五權路232號5樓已打烊,04 2202 7000,2026-09-10 05:27
蔡依樽骨科診所,台中市北區,骨科,休息中/未營業,軍功路一段639號已打烊,04 2436 6561,2026-09-10 05:27
陳家驊骨科診所,台中市北區,骨科,休息中/未營業,東興路三段136號已打烊,04 2310 8085,2026-09-10 05:27
佑立診所Revive Clinic—疼痛及復健雙專科 (FIPP&CIPS認證)：骨科復健｜神經復健｜增生療法&PRP｜PLT凍晶｜BMAC萃取｜Amniofix羊膜｜Sportvis｜椎間盤注射｜高頻熱凝｜徒手治療｜AI結構評估｜震波｜磁波,台中市北區,骨科,營業中,文心路三段1027號營業中,04 2293 9066,2026-09-10 05:27
正好復健科診所,台中市北區,骨科,休息中/未營業,崇德路二段139號已打烊,04 2247 0568,2026-09-10 05:27
陳振輝骨科診所,台中市北區,骨科,休息中/未營業,大容西街61號已打烊,04 2310 6555,2026-09-10 05:27
蔡崇仁家庭醫學科診所,台中市北區,骨科,休息中/未營業,健行路528號已打烊,04 2205 1368,2026-09-10 05:27
張右川診所,台中市北區,骨科,休息中/未營業,興進路211之2號已打烊,04 2232 9988,2026-09-10 05:27
骨力診所,台中市北區,骨科,休息中/未營業,一心街403號3樓已打烊,04 2213 0225,2026-09-10 05:27
葉慧娜婦產科診所,台中市北區,婦產科,休息中/未營業,三民路三段330號已打烊,04 2238 4500,2026-09-10 05:27
傅婦產科診所,台中市北區,婦產科,休息中/未營業,五權路327號已打烊,04 2206 2033,2026-09-10 05:27
孕兒診所,台中市北區,婦產科,休息中/未營業,"育德路58號台灣 No, No. 58一樓已打烊",04 2202 2358,2026-09-10 05:27
賴婦產科診所,台中市北區,婦產科,休息中/未營業,三民路三段41號已打烊,04 2227 0871,2026-09-10 05:27
正馨婦產科診所,台中市北區,婦產科,休息中/未營業,中清路一段820號已打烊,04 2293 3899,2026-09-10 05:27
陳憲章婦產科診所,台中市北區,婦產科,休息中/未營業,中清路一段219號已打烊,04 2205 4022,2026-09-10 05:27
新馬偕婦產科診所,台中市北區,婦產科,休息中/未營業,漢口路四段320號已打烊,04 2237 3822,2026-09-10 05:27
忠明婦產科診所,台中市北區,婦產科,未知,中華路二段205號,,2026-09-10 05:27
許明正婦產科診所,台中市北區,婦產科,休息中/未營業,文心路四段750號已打烊,04 2237 9191,2026-09-10 05:27
黃迎凱婦產科診所,台中市北區,婦產科,休息中/未營業,光復路56號已打烊,04 2223 8388,2026-09-10 05:27
《丁鴻志婦產科診所》HPV九價疫苗 | 台中婦產科推薦 | Line預約 | Ting's OB-GYN Clinic,台中市北區,婦產科,休息中/未營業,臺灣大道二段181號3樓已打烊,04 2320 7082,2026-09-10 05:27
新亞東婦產科醫院,台中市北區,婦產科,休息中/未營業,中清路一段403號已打烊,04 2207 5779,2026-09-10 05:27
臻嬡婦產科診所,台中市北區,婦產科,休息中/未營業,崇德路二段340號已打烊,04 2247 8996,2026-09-10 05:27
茂盛醫院婦產科及小兒科,台中市北區,婦產科,休息中/未營業,昌平路一段30-6號已打烊,04 2234 7057,2026-09-10 05:27
涵恩婦產科診所(台中北屯院區),台中市北區,婦產科,休息中/未營業,長順街1號已打烊,04 2436 7935,2026-09-10 05:27
張素瑜婦產科診所,台中市北區,婦產科,休息中/未營業,大連路二段226號已打烊,04 2242 0201,2026-09-10 05:27
緻齡婦產科診所-台中女醫師團隊,台中市北區,婦產科,休息中/未營業,大墩路781、783號已打烊,04 2328 2358,2026-09-10 05:27
安笙婦產科診所呂醫師,台中市北區,婦產科,休息中/未營業,西屯路二段82號已打烊,04 2314 6240,2026-09-10 05:27
台中安心婦產科診所,台中市北區,婦產科,休息中/未營業,文心路四段937號已打烊,04 2243 7541,2026-09-10 05:27
宇田婦產科診所,台中市北區,婦產科,休息中/未營業,中山路5號已打烊,04 2223 9678,2026-09-10 05:27
陳盛全婦產科診所,台中市北區,婦產科,休息中/未營業,中華路一段132號已打烊,04 2227 6486,2026-09-10 05:27
美馥兒婦產科診所,台中市北區,婦產科,休息中/未營業,樹孝路259號2樓已打烊,04 2392 9266,2026-09-10 05:27
恩生婦產科診所,台中市北區,婦產科,休息中/未營業,北屯路258之1之1號已打烊,04 2243 9903,2026-09-10 05:27
健民婦產科診所,台中市北區,婦產科,休息中/未營業,美村路一段279號已打烊,04 2301 6079,2026-09-10 05:27
王守典婦產科外科診所,台中市北區,婦產科,休息中/未營業,中山路360號已打烊,04 2220 1042,2026-09-10 05:27
劉可毅婦產科診所,台中市北區,婦產科,休息中/未營業,十甲路414號已打烊,04 2213 0058,2026-09-10 05:27
許金吉婦產科診所,台中市北區,婦產科,休息中/未營業,繼光街155號已打烊,04 2220 1100,2026-09-10 05:27
水湳婦產科診所,台中市北區,婦產科,休息中/未營業,中清路二段121號已打烊,,2026-09-10 05:27
新彗婦產科診所,台中市北區,婦產科,休息中/未營業,華美西街二段195號已打烊,04 2316 9451,2026-09-10 05:27
謝耀元婦產科診所,台中市北區,婦產科,休息中/未營業,台中路12號已打烊,04 2221 2023,2026-09-10 05:27
中國醫藥大學附設醫院台中東區分院附設產後護理之家,台中市東區,婦產科,未知,自由路三段296號11F24 小時營業,04 2215 5351,2026-09-10 05:27
陳茂庭外婦科診所,台中市北區,婦產科,休息中/未營業,昌平路一段86號已打烊,04 2235 2233,2026-09-10 05:27
蔡嘉恩外婦產科診所,台中市北區,婦產科,休息中/未營業,日新街80號已打烊,04 2201 6422,2026-09-10 05:27
敏生婦產科診所,台中市北區,婦產科,休息中/未營業,櫻花路116號已打烊,04 2311 2829,2026-09-10 05:27
中國醫藥大學附設醫院美容醫學中心,台中市北區,醫學美容,休息中/未營業,育德路2號已打烊,,2026-09-10 05:27
星醫美學院 台中站前(為提供更多元化的優質服務，5/1起將進行內部整修，暫不開放預約),台中市北區,醫學美容,營業中,公園東路128號營業中,04 2213 1781,2026-09-10 05:27
星和診所 站前台中醫美(為提供更多元化的優質服務，5/1起將進行內部整修，暫不開放預約),台中市北區,醫學美容,休息中/未營業,公園東路132號已打烊,04 2213 1797,2026-09-10 05:27
愛麗思時尚診所丨Z音波丨玩美電波丨玻尿酸丨海神除毛丨皮秒雷射丨客製唇雕丨喬雅露丨台中醫美推薦,台中市北區,醫學美容,營業中,瀋陽路三段107號營業中,04 2243 6668,2026-09-10 05:27
中國醫藥大學附設醫院,台中市北區,醫學美容,營業中,育德路2號營業中,04 2205 2121,2026-09-10 05:27
多采多姿美學Spa,台中市北區,醫學美容,營業中,崇德路一段71號營業中,0923 795 288,2026-09-10 05:27
台中市北區,台中市北區,醫學美容,營業中,美德街235號營業中,0981 829 966,2026-09-10 05:27
Queen7 Beauty hair salon 台中紋繡 霧眉 紋唇 | 北區染髮 漂染 護髮 | 美德除毛 采耳 耳燭 | 美甲 美睫教學 | 皮膚 美體SPA,台中市北區,美容,營業中,美德街280號營業中,,2026-09-10 05:27
𝗠𝗡𝟭𝟯,台中市北區,美容,營業中,柳川西路四段65號1樓營業中,,2026-09-10 05:27
斯朵利美妍SPA(台中健行館),台中市北區,美容,營業中,健行路464號2樓營業中,,2026-09-10 05:27
Lena Beauty Gallery,台中市北區,美容,營業中,華中街49號營業中,,2026-09-10 05:27
香柏時尚美學館,台中市北區,美容,營業中,五權路500巷6弄15號營業中,,2026-09-10 05:27
妍悅SPA美學館,台中市北區,美容,營業中,學士路184號營業中,,2026-09-10 05:27
米雅精油SPA,台中市北區,美容,營業中,五順街129號營業中,,2026-09-10 05:27
NU spa北區美容 美甲 美睫 光固美睫日式小顏定位術 推脂術 除毛 專業問題皮膚 紋繡 小v臉,台中市北區,美容,營業中,榮華街81號營業中,,2026-09-10 05:27
恒美越式洗髮－spa按摩推薦｜頭部舒壓按摩 ｜臉部美容｜台中北區｜近捷運文心崇德站,台中市北區,美容,營業中,衛道路210號之1營業中,,2026-09-10 05:27
妍 芷 美 學YAŃZHI,台中市北區,美容,營業中,梅亭街299號營業中,,2026-09-10 05:27
仕女軒美容美體SPA,台中市北區,美容,營業中,學士路298號2樓營業中,,2026-09-10 05:27
勝隆美容美髮材料百貨行,台中市北區,美容,營業中,永興街79號營業中,,2026-09-10 05:27
YN皮膚管理美學中心,台中市北區,皮膚管理,未知,育才南街11號即將開始營業,,2026-09-10 05:27
Dermabell 韓國德瑪貝爾台灣總部,台中市北區,皮膚管理,營業中,進化北路392-2號4樓之2營業中,,2026-09-10 05:27
夏沐妍台中北屯店,台中市北區,皮膚管理,營業中,敦富一街183號營業中,,2026-09-10 05:27
RTeyelash｜台中北區｜皮膚管理｜韓式無痛淨膚煥顏｜睫毛管理,台中市北區,皮膚管理,營業中,中清路一段89號15樓營業中,,2026-09-10 05:27
幸星美學｜皮膚管理｜霧眉｜角蛋白（預約制）,台中市北區,皮膚管理,營業中,一中街150號2樓營業中,,2026-09-10 05:27
Mandy韓式皮膚管理,台中市北區,皮膚管理,營業中,天祥街192號2樓營業中,,2026-09-10 05:27
WHALE 皮膚管理,台中市北區,皮膚管理,休息中/未營業,松竹路二段337巷28號丞紅丹青已打烊,,2026-09-10 05:27
絲安美學皮膚管理,台中市北區,皮膚管理,營業中,臺灣大道二段285號營業中,,2026-09-10 05:27
拾隅皮膚管理,台中市北區,皮膚管理,營業中,東山路一段238巷25弄38號營業中,,2026-09-10 05:27
夏禾美學,台中市北區,皮膚管理,未知,力行路200巷33號即將開始營業,,2026-09-10 05:27
美朵診所,台中市西區,醫美,營業中,柳川東路二段201號營業中,04 2223 9696,2026-09-10 05:27
台中法喬診所,台中市西區,醫美,營業中,美村路一段22號7樓之1營業中,04 2328 0770,2026-09-10 05:27
聖宜診所(台中館),台中市西區,醫美,營業中,英才路512號營業中,04 2305 2588,2026-09-10 05:27
元晨診所(台中勤美) 海菲秀(水飛梭)｜Capri藍雷射｜皇后電波｜miraDry清新微波｜Z音波｜G動椅｜INDIBA英特波｜SEYO無針水光｜WIHPRO甜甜圈導入｜Picoway皮秒雷射 ｜玻尿酸注射｜肉毒除皺、瘦小臉｜男性結紮手術｜,台中市西區,醫美,營業中,臺灣大道二段375號10樓營業中,04 2326 0711,2026-09-10 05:27
時尚假期診所,台中市西區,醫美,營業中,臺灣大道二段103號營業中,04 2327 2977,2026-09-10 05:27
東京小野-台中醫美診所推薦,台中市西區,醫美,營業中,民龍里文化街156號營業中,04 2206 7116,2026-09-10 05:27
台中佳醫美人診所,台中市西區,醫美,營業中,"4F, No. 461號臺灣大道二段營業中",04 2326 7315,2026-09-10 05:27
萊佳形象美學診所-台中店,台中市西區,醫美,營業中,臺灣大道二段297號營業中,04 2329 7989,2026-09-10 05:27
【靚世紀醫美診所-台中向上總院】雷射除毛/皮秒雷射/音波拉皮/曼陀隆乳/玻尿酸微整形,台中市西區,醫美,休息中/未營業,向上路一段112號已打烊,04 2302 2266,2026-09-10 05:27
采醫馥麗診所｜抽脂｜隆乳｜雙眼皮｜整形外科專科,台中市西區,醫美,營業中,向上路一段19號營業中,04 2305 9598,2026-09-10 05:27
極光美學診所-台中,台中市西區,醫美,營業中,向上南路一段160號營業中,04 2473 2968,2026-09-10 05:27
悠美診所 台中分院,台中市西區,醫美,營業中,五權西四街130號1樓營業中,04 2378 3552,2026-09-10 05:27
原美學診所 勤美分院,台中市西區,醫美,營業中,臺灣大道二段239-１號1樓營業中,04 2321 2025,2026-09-10 05:27
淨妍時尚診所,台中市西區,醫美,營業中,臺灣大道二段309號4樓營業中,04 3707 6150,2026-09-10 05:27
風格美學診所-隆乳隆鼻專門 motiva 魔滴隆乳,台中市西區,醫美,營業中,民權路231號營業中,04 2305 1567,2026-09-10 05:27
台中樂菲時尚診所(已遷址至大隆店),台中市西區,醫美,營業中,大隆路35號營業中,04 2328 0877,2026-09-10 05:27
ＬＵＭＥ小確幸診所,台中市西區,醫美,營業中,英才路472號營業中,04 2323 2020,2026-09-10 05:27
原綺診所LA LUEUR - 台中專業韓式醫美推薦,台中市西區,醫美,營業中,忠明路53號營業中,04 2311 0031,2026-09-10 05:27
台中韓娜斯時尚美學診所（大墩二館）-台中整型｜台中隆乳｜台中抽脂｜台中血液淨化｜台中鑽石水光 | 台中育髮｜肝斑淡斑 | 電音波拉皮 | 亞歷山大除毛 | 痘疤 | 微整形 | 醫美 | 醫美推薦,台中市西區,醫美,營業中,大墩路917-7號營業中,04 2320 1302,2026-09-10 05:27
喬米美學診所,台中市西區,醫美,營業中,模範街3-1號1樓營業中,04 2301 1181,2026-09-10 05:27
【緻己美學診所】,台中市西區,醫美,營業中,向上路一段109號營業中,04 2301 1119,2026-09-10 05:27
台中教主醫美整形外科 削骨 隆乳 自體脂肪隆乳 隆鼻 墊下巴 Vaser威塑 顯微套管抽脂 眼袋手術 平胸 私密處整形 微整形,台中市西區,醫美,營業中,大隆路168號2F營業中,04 2322 2210,2026-09-10 05:27
晶緻玥禾診所台中,台中市西區,醫美,營業中,向上南路一段211號營業中,04 2473 0605,2026-09-10 05:27
佳立診所,台中市西區,醫美,營業中,大墩十八街83號營業中,04 2707 5288,2026-09-10 05:27
漢娜美學研究室｜台中西區熱蠟｜熱蠟教學｜私密靚白保養｜乳房復位｜腹部緊實｜美睫稼接｜,台中市西區,美學,營業中,日興街98號6樓營業中,0906 383 825,2026-09-10 05:27
康倪美學診所,台中市西區,美學,營業中,美村路一段30號長春街上二樓營業中,04 3700 5050,2026-09-10 05:27
昕羽美學,台中市西區,美學,營業中,模範街35之1號營業中,0916 270 669,2026-09-10 05:27
唯美美學空間,台中市西區,美學,營業中,中興街40號營業中,04 2301 5881,2026-09-10 05:27
梵希美學診所,台中市西區,美學,營業中,臺灣大道一段79號營業中,04 2229 9178,2026-09-10 05:27
IM BEAUTY 美學｜台中霧眉,台中市西區,美學,營業中,民權路233巷5號營業中,,2026-09-10 05:27
璞予美學診所hanayu,台中市西區,美學,營業中,東興路三段156號營業中,04 2320 6078,2026-09-10 05:27
奧菈時尚美學診所,台中市西區,美學,未知,臺灣大道二段548號即將開始營業,,2026-09-10 05:27
悅莯美學·YUÉMU,台中市西區,美學,營業中,臺灣大道二段112號營業中,0907 094 770,2026-09-10 05:27
幼顏美學-Hoya向上店,台中市西區,美學,營業中,向上路一段363號營業中,04 2473 1212,2026-09-10 05:27
熱咔沐光美學ESTUDIO｜台中西區熱蠟除毛、美甲,台中市西區,美學,營業中,土庫里美村路一段576巷15號營業中,,2026-09-10 05:27
簡美學SPA/台中按摩/精油SPA/體態雕塑/深層經絡放鬆,台中市西區,美學,營業中,昇平街145巷15號營業中,0979 697 147,2026-09-10 05:27
菈菲美學專科｜霧眉 La Fée Ombre Brows,台中市西區,美學,未知,民權路229巷30號,,2026-09-10 05:27
Klisha克麗夏美學空間,台中市西區,美學,營業中,華美西街一段65號營業中,0908 278 360,2026-09-10 05:27
薇閣新美學,台中市西區,美學,營業中,民權路314巷9號4樓營業中,0933 575 422,2026-09-10 05:27
真禾藝術美學｜萊森男士眉｜台中霧眉｜飄眉｜男士眉專門,台中市西區,美學,營業中,臺灣大道二段300號B室B棟7樓營業中,0983 362 612,2026-09-10 05:27
ideal昕研手作美學,台中市西區,美學,營業中,朝陽街102號1樓營業中,0908 340 645,2026-09-10 05:27
Ohmo！微妝美學|台中霧唇|飄眉|霧眉,台中市西區,美學,營業中,中興六巷28號營業中,,2026-09-10 05:27
